Date,Price,Open,High,Low,Change %,
25-Jul-07,1.1309,1.1346,1.1381,1.1268,-0.32%,7/25/2007
24-Jul-07,1.1345,1.1319,1.1358,1.1279,0.25%,7/24/2007
23-Jul-07,1.1317,1.1366,1.138,1.1303,-0.44%,7/23/2007
20-Jul-07,1.1367,1.1358,1.1425,1.1316,0.00%,7/20/2007
19-Jul-07,1.1367,1.1391,1.1412,1.1346,-0.23%,7/19/2007
18-Jul-07,1.1393,1.1451,1.1472,1.1374,-0.52%,7/18/2007
17-Jul-07,1.1452,1.1471,1.1484,1.1422,-0.18%,7/17/2007
16-Jul-07,1.1473,1.1492,1.1502,1.1409,0.02%,7/16/2007
13-Jul-07,1.1471,1.1539,1.1555,1.1468,-0.56%,7/13/2007
12-Jul-07,1.1536,1.1573,1.1625,1.1533,-0.42%,7/12/2007
11-Jul-07,1.1585,1.1608,1.1661,1.1567,-0.22%,7/11/2007
10-Jul-07,1.161,1.1621,1.1677,1.1574,-0.14%,7/10/2007
9-Jul-07,1.1626,1.1652,1.1672,1.1602,-0.22%,7/9/2007
6-Jul-07,1.1652,1.168,1.17,1.1637,-0.27%,7/6/2007
5-Jul-07,1.1683,1.1658,1.1691,1.1612,0.21%,7/5/2007
4-Jul-07,1.1658,1.1697,1.1706,1.1641,-0.40%,7/4/2007
3-Jul-07,1.1705,1.1639,1.1712,1.1628,0.55%,7/3/2007
2-Jul-07,1.1641,1.1726,1.1771,1.1627,-1.20%,7/2/2007
29-Jun-07,1.1782,1.1802,1.1818,1.1732,-0.24%,6/29/2007
28-Jun-07,1.181,1.1922,1.193,1.1801,-1.01%,6/28/2007
27-Jun-07,1.193,1.1823,1.197,1.1815,0.88%,6/27/2007
26-Jun-07,1.1826,1.1798,1.1833,1.1744,0.18%,6/26/2007
25-Jun-07,1.1805,1.1787,1.1817,1.1761,0.13%,6/25/2007
22-Jun-07,1.179,1.1801,1.1827,1.1769,-0.11%,6/22/2007
21-Jun-07,1.1803,1.1858,1.1864,1.1795,-0.40%,6/21/2007
20-Jun-07,1.185,1.1813,1.1862,1.1794,0.30%,6/20/2007
19-Jun-07,1.1814,1.186,1.1883,1.1802,-0.40%,6/19/2007
18-Jun-07,1.1862,1.1878,1.191,1.1826,-0.06%,6/18/2007
15-Jun-07,1.1869,1.1967,1.1972,1.1865,-0.80%,6/15/2007
14-Jun-07,1.1965,1.1902,1.2002,1.1891,0.53%,6/14/2007
13-Jun-07,1.1902,1.1899,1.1965,1.1861,-0.03%,6/13/2007
12-Jun-07,1.1906,1.1854,1.1916,1.1834,0.42%,6/12/2007
11-Jun-07,1.1856,1.1839,1.1917,1.1836,0.21%,6/11/2007
8-Jun-07,1.1831,1.1896,1.1951,1.1826,-0.69%,6/8/2007
7-Jun-07,1.1913,1.1882,1.1925,1.1792,0.27%,6/7/2007
6-Jun-07,1.1881,1.1947,1.1953,1.1843,-0.51%,6/6/2007
5-Jun-07,1.1942,1.198,1.1993,1.1891,-0.36%,6/5/2007
4-Jun-07,1.1985,1.2003,1.2035,1.1975,-0.21%,6/4/2007
1-Jun-07,1.201,1.2077,1.2094,1.1998,-0.60%,6/1/2007
31-May-07,1.2083,1.214,1.2174,1.2054,-0.47%,5/31/2007
30-May-07,1.214,1.2219,1.2243,1.2132,-0.63%,5/30/2007
29-May-07,1.2217,1.22,1.2252,1.2171,0.12%,5/29/2007
28-May-07,1.2202,1.2207,1.2224,1.2192,-0.27%,5/28/2007
25-May-07,1.2235,1.2217,1.2235,1.2164,0.14%,5/25/2007
24-May-07,1.2218,1.2142,1.2222,1.2137,0.61%,5/24/2007
23-May-07,1.2144,1.2203,1.2208,1.209,-0.49%,5/23/2007
22-May-07,1.2204,1.2176,1.2216,1.2146,0.25%,5/22/2007
21-May-07,1.2174,1.2124,1.2226,1.2118,0.15%,5/21/2007
18-May-07,1.2156,1.2145,1.219,1.2105,0.14%,5/18/2007
17-May-07,1.2139,1.2137,1.2192,1.2089,0.06%,5/17/2007
16-May-07,1.2132,1.1986,1.2145,1.1986,1.11%,5/16/2007
15-May-07,1.1999,1.2015,1.2045,1.1973,-0.15%,5/15/2007
14-May-07,1.2017,1.2018,1.2024,1.1967,0.07%,5/14/2007
11-May-07,1.2008,1.2127,1.2152,1.1999,-1.01%,5/11/2007
10-May-07,1.2131,1.2085,1.2131,1.199,0.41%,5/10/2007
9-May-07,1.2082,1.2071,1.2099,1.2034,0.15%,5/9/2007
8-May-07,1.2064,1.2127,1.2134,1.2031,-0.47%,5/8/2007
7-May-07,1.2121,1.2165,1.2188,1.2092,-0.25%,5/7/2007
4-May-07,1.2151,1.2145,1.2241,1.2134,0.08%,5/4/2007
3-May-07,1.2141,1.2127,1.2164,1.2098,0.12%,5/3/2007
2-May-07,1.2126,1.2082,1.2167,1.2066,0.36%,5/2/2007
1-May-07,1.2083,1.2048,1.2091,1.2,0.35%,5/1/2007
30-Apr-07,1.2041,1.2066,1.2113,1.1998,-0.07%,4/30/2007
27-Apr-07,1.2049,1.2096,1.2141,1.1986,-0.43%,4/27/2007
26-Apr-07,1.2101,1.197,1.2124,1.1963,1.15%,4/26/2007
25-Apr-07,1.1963,1.2077,1.2102,1.196,-0.99%,4/25/2007
24-Apr-07,1.2083,1.2015,1.2149,1.1986,0.56%,4/24/2007
23-Apr-07,1.2016,1.1935,1.2027,1.193,0.64%,4/23/2007
20-Apr-07,1.194,1.1966,1.1991,1.1932,-0.27%,4/20/2007
19-Apr-07,1.1972,1.1919,1.2083,1.1909,0.39%,4/19/2007
18-Apr-07,1.1926,1.1952,1.2028,1.1915,-0.21%,4/18/2007
17-Apr-07,1.1951,1.2012,1.2029,1.1919,-0.47%,4/17/2007
16-Apr-07,1.2007,1.1986,1.2032,1.196,0.06%,4/16/2007
13-Apr-07,1.2,1.2057,1.2068,1.1977,-0.53%,4/13/2007
12-Apr-07,1.2064,1.2111,1.2146,1.205,-0.53%,4/12/2007
11-Apr-07,1.2128,1.2108,1.2157,1.209,0.26%,4/11/2007
10-Apr-07,1.2097,1.2238,1.2259,1.2092,-1.19%,4/10/2007
9-Apr-07,1.2243,1.2243,1.227,1.2226,-0.04%,4/9/2007
6-Apr-07,1.2248,1.2203,1.2269,1.2188,0.32%,4/6/2007
5-Apr-07,1.2209,1.2217,1.2258,1.2174,-0.06%,4/5/2007
4-Apr-07,1.2216,1.2294,1.2401,1.22,-0.65%,4/4/2007
3-Apr-07,1.2296,1.224,1.2327,1.2229,0.44%,4/3/2007
2-Apr-07,1.2242,1.2343,1.2374,1.2216,-1.02%,4/2/2007
30-Mar-07,1.2368,1.2378,1.241,1.2302,-0.23%,3/30/2007
29-Mar-07,1.2396,1.2405,1.2421,1.2329,-0.22%,3/29/2007
28-Mar-07,1.2423,1.2369,1.2451,1.2367,0.43%,3/28/2007
27-Mar-07,1.237,1.2346,1.2398,1.2327,0.17%,3/27/2007
26-Mar-07,1.2349,1.2412,1.2456,1.2329,-0.52%,3/26/2007
23-Mar-07,1.2414,1.2404,1.2434,1.2369,0.10%,3/23/2007
22-Mar-07,1.2402,1.2379,1.2425,1.2353,0.19%,3/22/2007
21-Mar-07,1.2378,1.2452,1.25,1.2367,-0.59%,3/21/2007
20-Mar-07,1.2451,1.2494,1.2559,1.2432,-0.31%,3/20/2007
19-Mar-07,1.249,1.2574,1.2601,1.2466,-0.61%,3/19/2007
16-Mar-07,1.2567,1.2671,1.2694,1.2533,-0.82%,3/16/2007
15-Mar-07,1.2671,1.271,1.2758,1.2658,-0.33%,3/15/2007
14-Mar-07,1.2713,1.2793,1.2817,1.2695,-0.87%,3/14/2007
13-Mar-07,1.2824,1.2723,1.2824,1.2677,0.78%,3/13/2007
12-Mar-07,1.2725,1.2802,1.2826,1.2708,-0.77%,3/12/2007
9-Mar-07,1.2824,1.286,1.2871,1.2793,-0.36%,3/9/2007
8-Mar-07,1.287,1.2867,1.29,1.2832,0.02%,3/8/2007
7-Mar-07,1.2868,1.2905,1.2921,1.2824,-0.28%,3/7/2007
6-Mar-07,1.2904,1.2972,1.302,1.2888,-0.54%,3/6/2007
5-Mar-07,1.2974,1.2801,1.2983,1.2776,1.41%,3/5/2007
2-Mar-07,1.2794,1.274,1.2803,1.2711,0.47%,3/2/2007
1-Mar-07,1.2734,1.2694,1.2754,1.2681,0.34%,3/1/2007
28-Feb-07,1.2691,1.2687,1.2736,1.2663,-0.01%,2/28/2007
27-Feb-07,1.2692,1.2598,1.2701,1.2579,0.78%,2/27/2007
26-Feb-07,1.2594,1.2639,1.2646,1.2583,-0.25%,2/26/2007
23-Feb-07,1.2626,1.2674,1.27,1.2615,-0.42%,2/23/2007
22-Feb-07,1.2679,1.2626,1.27,1.2621,0.32%,2/22/2007
21-Feb-07,1.2639,1.2716,1.2734,1.2629,-0.65%,2/21/2007
20-Feb-07,1.2722,1.2713,1.2741,1.2698,0.16%,2/20/2007
19-Feb-07,1.2702,1.2687,1.2744,1.2676,-0.05%,2/19/2007
16-Feb-07,1.2708,1.2747,1.2776,1.27,-0.26%,2/16/2007
15-Feb-07,1.2741,1.2752,1.278,1.271,-0.11%,2/15/2007
14-Feb-07,1.2755,1.2825,1.2845,1.2732,-0.59%,2/14/2007
13-Feb-07,1.2831,1.2953,1.2974,1.2819,-0.95%,2/13/2007
12-Feb-07,1.2954,1.2883,1.297,1.284,0.67%,2/12/2007
9-Feb-07,1.2868,1.2796,1.2902,1.2776,0.59%,2/9/2007
8-Feb-07,1.2792,1.2844,1.2885,1.2781,-0.44%,2/8/2007
7-Feb-07,1.2848,1.2857,1.2889,1.2835,-0.08%,2/7/2007
6-Feb-07,1.2858,1.2885,1.2919,1.2844,-0.24%,2/6/2007
5-Feb-07,1.2889,1.2915,1.2948,1.2867,-0.12%,2/5/2007
2-Feb-07,1.2904,1.2918,1.2963,1.2887,-0.10%,2/2/2007
1-Feb-07,1.2917,1.2868,1.2929,1.2865,0.31%,2/1/2007
31-Jan-07,1.2877,1.2948,1.2992,1.2865,-0.53%,1/31/2007
30-Jan-07,1.2945,1.2947,1.2985,1.292,-0.12%,1/30/2007
29-Jan-07,1.296,1.2923,1.2975,1.2907,0.27%,1/29/2007
26-Jan-07,1.2925,1.2933,1.2953,1.2897,-0.07%,1/26/2007
25-Jan-07,1.2934,1.2798,1.2942,1.2781,1.17%,1/25/2007
24-Jan-07,1.2784,1.2615,1.2836,1.2604,1.30%,1/24/2007
23-Jan-07,1.262,1.269,1.2702,1.2591,-0.54%,1/23/2007
22-Jan-07,1.2688,1.2663,1.2701,1.2644,0.25%,1/22/2007
19-Jan-07,1.2656,1.2665,1.2734,1.2641,-0.20%,1/19/2007
18-Jan-07,1.2681,1.2711,1.2729,1.2658,-0.24%,1/18/2007
17-Jan-07,1.2712,1.2773,1.28,1.2697,-0.48%,1/17/2007
16-Jan-07,1.2773,1.2753,1.2789,1.2728,0.15%,1/16/2007
15-Jan-07,1.2754,1.2742,1.279,1.2718,-0.09%,1/15/2007
12-Jan-07,1.2765,1.2806,1.2853,1.2755,-0.27%,1/12/2007
11-Jan-07,1.28,1.2867,1.2872,1.2749,-0.54%,1/11/2007
10-Jan-07,1.287,1.2806,1.2888,1.2794,0.49%,1/10/2007
9-Jan-07,1.2807,1.2821,1.2847,1.2755,-0.12%,1/9/2007
8-Jan-07,1.2822,1.283,1.2852,1.2775,-0.09%,1/8/2007
5-Jan-07,1.2833,1.275,1.2849,1.2731,0.64%,1/5/2007
4-Jan-07,1.2751,1.2633,1.2773,1.2618,0.89%,1/4/2007
3-Jan-07,1.2639,1.2557,1.2651,1.2519,0.59%,1/3/2007
2-Jan-07,1.2565,1.2665,1.2679,1.2542,-0.78%,1/2/2007
1-Jan-07,1.2664,1.2686,1.2687,1.2657,-0.03%,1/1/2007
29-Dec-06,1.2668,1.2645,1.2735,1.2614,0.08%,12/29/2006
28-Dec-06,1.2658,1.2747,1.2752,1.2625,-0.69%,12/28/2006
27-Dec-06,1.2746,1.2796,1.2809,1.2713,-0.41%,12/27/2006
26-Dec-06,1.2799,1.2758,1.2801,1.2711,0.46%,12/26/2006
25-Dec-06,1.2741,1.274,1.2779,1.2722,-0.09%,12/25/2006
22-Dec-06,1.2752,1.2747,1.2786,1.2689,0.09%,12/22/2006
21-Dec-06,1.2741,1.2721,1.2782,1.2702,0.09%,12/21/2006
20-Dec-06,1.2729,1.2758,1.2783,1.2684,-0.27%,12/20/2006
19-Dec-06,1.2763,1.2816,1.2826,1.2729,-0.44%,12/19/2006
18-Dec-06,1.2819,1.2791,1.2852,1.2753,0.20%,12/18/2006
15-Dec-06,1.2793,1.2773,1.2828,1.274,0.16%,12/15/2006
14-Dec-06,1.2773,1.2728,1.2797,1.2692,0.40%,12/14/2006
13-Dec-06,1.2722,1.271,1.2761,1.2663,0.04%,12/13/2006
12-Dec-06,1.2717,1.2745,1.2769,1.2692,-0.24%,12/12/2006
11-Dec-06,1.2748,1.2737,1.28,1.2708,0.17%,12/11/2006
8-Dec-06,1.2727,1.2677,1.274,1.2602,0.43%,12/8/2006
7-Dec-06,1.2673,1.2747,1.2761,1.2629,-0.57%,12/7/2006
6-Dec-06,1.2746,1.271,1.2752,1.2669,0.27%,12/6/2006
5-Dec-06,1.2712,1.2668,1.2751,1.2655,0.32%,12/5/2006
4-Dec-06,1.2671,1.2663,1.2742,1.2641,-0.06%,12/4/2006
1-Dec-06,1.2679,1.2671,1.27,1.261,-0.02%,12/1/2006
30-Nov-06,1.2681,1.2763,1.2782,1.2647,-0.67%,11/30/2006
29-Nov-06,1.2767,1.2752,1.2792,1.2723,0.10%,11/29/2006
28-Nov-06,1.2754,1.2837,1.2861,1.2744,-0.62%,11/28/2006
27-Nov-06,1.2834,1.2798,1.2883,1.2781,-0.07%,11/27/2006
24-Nov-06,1.2843,1.2918,1.2936,1.283,-0.57%,11/24/2006
23-Nov-06,1.2917,1.2887,1.2934,1.2878,0.23%,11/23/2006
22-Nov-06,1.2887,1.296,1.2976,1.2872,-0.60%,11/22/2006
21-Nov-06,1.2965,1.2977,1.3018,1.2957,-0.13%,11/21/2006
20-Nov-06,1.2982,1.3009,1.3027,1.297,-0.17%,11/20/2006
17-Nov-06,1.3004,1.3048,1.3085,1.2992,-0.29%,11/17/2006
16-Nov-06,1.3042,1.3065,1.3084,1.2985,-0.17%,11/16/2006
15-Nov-06,1.3064,1.3063,1.3105,1.3041,-0.03%,11/15/2006
14-Nov-06,1.3068,1.3118,1.3127,1.3026,-0.35%,11/14/2006
13-Nov-06,1.3114,1.3031,1.3133,1.3019,0.66%,11/13/2006
10-Nov-06,1.3028,1.3014,1.3054,1.2984,0.09%,11/10/2006
9-Nov-06,1.3016,1.2974,1.3085,1.2967,0.33%,11/9/2006
8-Nov-06,1.2973,1.293,1.3026,1.2897,0.29%,11/8/2006
7-Nov-06,1.2935,1.296,1.298,1.2877,-0.20%,11/7/2006
6-Nov-06,1.2961,1.2985,1.3038,1.295,-0.21%,11/6/2006
3-Nov-06,1.2988,1.291,1.3016,1.2895,0.57%,11/3/2006
2-Nov-06,1.2914,1.2902,1.2979,1.2893,0.08%,11/2/2006
1-Nov-06,1.2904,1.2918,1.2938,1.2868,-0.09%,11/1/2006
31-Oct-06,1.2916,1.2995,1.3034,1.289,-0.60%,10/31/2006
30-Oct-06,1.2994,1.3002,1.303,1.2975,-0.17%,10/30/2006
27-Oct-06,1.3016,1.308,1.3118,1.2985,-0.54%,10/27/2006
26-Oct-06,1.3087,1.3141,1.3146,1.3075,-0.40%,10/26/2006
25-Oct-06,1.3139,1.3194,1.3198,1.3111,-0.37%,10/25/2006
24-Oct-06,1.3188,1.3212,1.323,1.317,-0.19%,10/24/2006
23-Oct-06,1.3213,1.3177,1.3217,1.3125,0.22%,10/23/2006
20-Oct-06,1.3184,1.3167,1.3203,1.3144,0.11%,10/20/2006
19-Oct-06,1.3169,1.3236,1.3259,1.3153,-0.51%,10/19/2006
18-Oct-06,1.3236,1.328,1.3296,1.3226,-0.31%,10/18/2006
17-Oct-06,1.3277,1.3264,1.3292,1.3228,0.07%,10/17/2006
16-Oct-06,1.3268,1.3312,1.3346,1.3243,-0.35%,10/16/2006
13-Oct-06,1.3315,1.3316,1.3356,1.3273,0.02%,10/13/2006
12-Oct-06,1.3313,1.3461,1.3488,1.33,-1.14%,10/12/2006
11-Oct-06,1.3466,1.3448,1.3481,1.3396,0.12%,10/11/2006
10-Oct-06,1.345,1.3435,1.3468,1.3394,0.12%,10/10/2006
9-Oct-06,1.3434,1.3455,1.3483,1.3414,-0.22%,10/9/2006
6-Oct-06,1.3464,1.341,1.3487,1.3355,0.44%,10/6/2006
5-Oct-06,1.3405,1.3405,1.3441,1.3369,0.00%,10/5/2006
4-Oct-06,1.3405,1.3452,1.3483,1.3392,-0.40%,10/4/2006
3-Oct-06,1.3459,1.3367,1.3469,1.3351,0.76%,10/3/2006
2-Oct-06,1.3357,1.3416,1.3455,1.3337,-0.31%,10/2/2006
29-Sep-06,1.3398,1.336,1.3453,1.3342,0.31%,9/29/2006
28-Sep-06,1.3356,1.3316,1.3403,1.3301,0.32%,9/28/2006
27-Sep-06,1.3313,1.3298,1.3385,1.3277,0.15%,9/27/2006
26-Sep-06,1.3293,1.3263,1.3329,1.3228,0.23%,9/26/2006
25-Sep-06,1.3262,1.3305,1.335,1.3254,-0.55%,9/25/2006
22-Sep-06,1.3336,1.3203,1.3347,1.3193,0.92%,9/22/2006
21-Sep-06,1.3215,1.3284,1.3294,1.3189,-0.56%,9/21/2006
20-Sep-06,1.3289,1.3308,1.3316,1.3245,-0.19%,9/20/2006
19-Sep-06,1.3314,1.3233,1.3325,1.3194,0.60%,9/19/2006
18-Sep-06,1.3235,1.3287,1.3316,1.3222,-0.38%,9/18/2006
15-Sep-06,1.3285,1.3249,1.3327,1.3215,0.23%,9/15/2006
14-Sep-06,1.3254,1.3264,1.3314,1.3205,-0.19%,9/14/2006
13-Sep-06,1.3279,1.3321,1.3365,1.3257,-0.29%,9/13/2006
12-Sep-06,1.3317,1.3319,1.3335,1.3245,-0.03%,9/12/2006
11-Sep-06,1.3321,1.3268,1.3333,1.3245,0.53%,9/11/2006
8-Sep-06,1.3251,1.3165,1.3281,1.316,0.49%,9/8/2006
7-Sep-06,1.3186,1.3048,1.3207,1.3007,1.01%,9/7/2006
6-Sep-06,1.3054,1.2967,1.3073,1.2963,0.66%,9/6/2006
5-Sep-06,1.2969,1.2974,1.302,1.2948,-0.03%,9/5/2006
4-Sep-06,1.2973,1.3038,1.3045,1.2945,-0.50%,9/4/2006
1-Sep-06,1.3038,1.3096,1.3112,1.3029,-0.40%,9/1/2006
31-Aug-06,1.309,1.3082,1.3141,1.3067,-0.09%,8/31/2006
30-Aug-06,1.3102,1.3082,1.3136,1.3057,0.11%,8/30/2006
29-Aug-06,1.3087,1.3172,1.3179,1.3075,-0.72%,8/29/2006
28-Aug-06,1.3182,1.32,1.3224,1.3153,-0.21%,8/28/2006
25-Aug-06,1.321,1.3129,1.3245,1.3122,0.56%,8/25/2006
24-Aug-06,1.3136,1.3106,1.3165,1.3075,0.20%,8/24/2006
23-Aug-06,1.311,1.3113,1.3131,1.3033,0.02%,8/23/2006
22-Aug-06,1.3108,1.3104,1.3144,1.3087,0.02%,8/22/2006
21-Aug-06,1.3106,1.3168,1.3192,1.3075,-0.59%,8/21/2006
18-Aug-06,1.3184,1.3127,1.3226,1.3115,0.46%,8/18/2006
17-Aug-06,1.3123,1.3011,1.3157,1.2997,0.80%,8/17/2006
16-Aug-06,1.3019,1.3068,1.311,1.298,-0.36%,8/16/2006
15-Aug-06,1.3066,1.3161,1.3182,1.3058,-0.70%,8/15/2006
14-Aug-06,1.3158,1.3051,1.3176,1.3009,0.80%,8/14/2006
11-Aug-06,1.3053,1.3028,1.3071,1.2975,0.19%,8/11/2006
10-Aug-06,1.3028,1.3063,1.3083,1.2955,-0.36%,8/10/2006
9-Aug-06,1.3075,1.3167,1.3218,1.3036,-0.56%,8/9/2006
8-Aug-06,1.3148,1.3103,1.3182,1.308,0.35%,8/8/2006
7-Aug-06,1.3102,1.304,1.3131,1.3034,0.31%,8/7/2006
4-Aug-06,1.3061,1.3149,1.3184,1.3028,-0.65%,8/4/2006
3-Aug-06,1.3146,1.3079,1.3184,1.3065,0.47%,8/3/2006
2-Aug-06,1.3085,1.306,1.3108,1.3009,0.24%,8/2/2006
1-Aug-06,1.3054,1.306,1.3165,1.3043,0.02%,8/1/2006
31-Jul-06,1.3051,1.3041,1.3089,1.3031,0.24%,7/31/2006
28-Jul-06,1.302,1.3111,1.3164,1.3017,-0.67%,7/28/2006
27-Jul-06,1.3108,1.3132,1.3157,1.305,-0.16%,7/27/2006
26-Jul-06,1.3129,1.328,1.3289,1.3115,-1.09%,7/26/2006
25-Jul-06,1.3274,1.3254,1.3304,1.3214,0.14%,7/25/2006
24-Jul-06,1.3255,1.3284,1.3335,1.3236,-0.26%,7/24/2006
21-Jul-06,1.329,1.3323,1.3351,1.3247,-0.21%,7/21/2006
20-Jul-06,1.3318,1.3314,1.3354,1.327,-0.11%,7/20/2006
19-Jul-06,1.3333,1.3392,1.3508,1.3301,-0.50%,7/19/2006
18-Jul-06,1.34,1.3378,1.3435,1.3273,0.17%,7/18/2006
17-Jul-06,1.3377,1.3275,1.3395,1.3257,0.78%,7/17/2006
14-Jul-06,1.3273,1.3257,1.3367,1.324,0.10%,7/14/2006
13-Jul-06,1.326,1.3282,1.3307,1.321,-0.32%,7/13/2006
12-Jul-06,1.3302,1.3291,1.3316,1.3229,0.17%,7/12/2006
11-Jul-06,1.3279,1.3378,1.3394,1.3268,-0.81%,7/11/2006
10-Jul-06,1.3388,1.3298,1.3405,1.327,0.70%,7/10/2006
7-Jul-06,1.3295,1.3401,1.3415,1.3277,-0.76%,7/7/2006
6-Jul-06,1.3397,1.3479,1.3499,1.3378,-0.62%,7/6/2006
5-Jul-06,1.3481,1.3421,1.3518,1.3371,0.36%,7/5/2006
4-Jul-06,1.3432,1.3459,1.3476,1.338,-0.24%,7/4/2006
3-Jul-06,1.3464,1.345,1.3495,1.3398,-0.06%,7/3/2006
30-Jun-06,1.3472,1.3537,1.3546,1.3414,-0.55%,6/30/2006
29-Jun-06,1.3546,1.3706,1.375,1.3508,-1.21%,6/29/2006
28-Jun-06,1.3712,1.3646,1.376,1.3637,0.46%,6/28/2006
27-Jun-06,1.3649,1.3661,1.3672,1.3596,-0.06%,6/27/2006
26-Jun-06,1.3657,1.3672,1.3714,1.3613,-0.04%,6/26/2006
23-Jun-06,1.3663,1.3622,1.3689,1.3594,0.24%,6/23/2006
22-Jun-06,1.363,1.3519,1.3659,1.3466,0.84%,6/22/2006
21-Jun-06,1.3517,1.3545,1.3625,1.3499,-0.28%,6/21/2006
20-Jun-06,1.3555,1.3572,1.3594,1.3497,-0.17%,6/20/2006
19-Jun-06,1.3578,1.355,1.3591,1.353,0.22%,6/19/2006
16-Jun-06,1.3548,1.3472,1.3565,1.3421,0.58%,6/16/2006
15-Jun-06,1.347,1.3565,1.3582,1.3455,-0.74%,6/15/2006
14-Jun-06,1.3571,1.355,1.3615,1.349,0.14%,6/14/2006
13-Jun-06,1.3552,1.3421,1.3575,1.3414,1.11%,6/13/2006
12-Jun-06,1.3403,1.3356,1.3417,1.333,0.30%,6/12/2006
9-Jun-06,1.3363,1.3461,1.3487,1.3319,-0.85%,6/9/2006
8-Jun-06,1.3478,1.3486,1.3506,1.3387,-0.16%,6/8/2006
7-Jun-06,1.35,1.3495,1.3529,1.345,-0.01%,6/7/2006
6-Jun-06,1.3502,1.3364,1.3523,1.3353,1.01%,6/6/2006
5-Jun-06,1.3367,1.3317,1.339,1.3245,0.48%,6/5/2006
2-Jun-06,1.3303,1.3399,1.343,1.3284,-0.66%,6/2/2006
1-Jun-06,1.3392,1.3296,1.3441,1.3273,0.74%,6/1/2006
31-May-06,1.3293,1.3123,1.3312,1.3062,1.34%,5/31/2006
30-May-06,1.3117,1.3175,1.3216,1.3068,-0.50%,5/30/2006
29-May-06,1.3183,1.3191,1.3214,1.316,-0.11%,5/29/2006
26-May-06,1.3198,1.3129,1.323,1.3118,0.41%,5/26/2006
25-May-06,1.3144,1.3277,1.3329,1.3132,-1.15%,5/25/2006
24-May-06,1.3297,1.3314,1.3349,1.3221,-0.02%,5/24/2006
23-May-06,1.33,1.3264,1.3337,1.3163,0.37%,5/23/2006
22-May-06,1.3251,1.3219,1.3396,1.3208,0.48%,5/22/2006
19-May-06,1.3188,1.3072,1.3287,1.3057,0.95%,5/19/2006
18-May-06,1.3064,1.3194,1.3204,1.3024,-1.01%,5/18/2006
17-May-06,1.3197,1.3045,1.3203,1.2938,1.25%,5/17/2006
16-May-06,1.3034,1.3146,1.3161,1.2995,-0.78%,5/16/2006
15-May-06,1.3136,1.291,1.317,1.29,1.45%,5/15/2006
12-May-06,1.2948,1.289,1.2988,1.2834,0.47%,5/12/2006
11-May-06,1.2887,1.2913,1.302,1.2825,-0.20%,5/11/2006
10-May-06,1.2913,1.292,1.2972,1.2865,-0.06%,5/10/2006
9-May-06,1.2921,1.3011,1.3102,1.2908,-0.66%,5/9/2006
8-May-06,1.3007,1.2938,1.3028,1.2907,0.40%,5/8/2006
5-May-06,1.2955,1.294,1.3026,1.2908,-0.11%,5/5/2006
4-May-06,1.2969,1.2979,1.3068,1.293,-0.04%,5/4/2006
3-May-06,1.2974,1.3139,1.3161,1.2952,-1.18%,5/3/2006
2-May-06,1.3129,1.3208,1.3243,1.3091,-0.27%,5/2/2006
1-May-06,1.3165,1.3177,1.3205,1.3089,-0.25%,5/1/2006
28-Apr-06,1.3198,1.3215,1.328,1.3139,-0.13%,4/28/2006
27-Apr-06,1.3215,1.3282,1.3351,1.3187,-0.56%,4/27/2006
26-Apr-06,1.3289,1.3407,1.3457,1.3247,-0.87%,4/26/2006
25-Apr-06,1.3405,1.3446,1.3458,1.336,-0.25%,4/25/2006
24-Apr-06,1.3439,1.3378,1.3479,1.3356,-0.34%,4/24/2006
21-Apr-06,1.3485,1.3567,1.3581,1.3392,-0.39%,4/21/2006
20-Apr-06,1.3538,1.3383,1.3596,1.3382,1.15%,4/20/2006
19-Apr-06,1.3384,1.347,1.3495,1.3358,-0.59%,4/19/2006
18-Apr-06,1.3464,1.3554,1.3577,1.3459,-0.71%,4/18/2006
17-Apr-06,1.356,1.374,1.3754,1.3532,-1.54%,4/17/2006
14-Apr-06,1.3772,1.3738,1.3772,1.3708,0.21%,4/14/2006
13-Apr-06,1.3743,1.3656,1.3819,1.3622,0.61%,4/13/2006
12-Apr-06,1.366,1.3637,1.3713,1.3611,0.19%,4/12/2006
11-Apr-06,1.3634,1.3686,1.3765,1.3617,-0.48%,4/11/2006
10-Apr-06,1.37,1.3768,1.3784,1.3686,-0.57%,4/10/2006
7-Apr-06,1.3778,1.3689,1.3782,1.3611,0.69%,4/7/2006
6-Apr-06,1.3683,1.3734,1.3773,1.3637,-0.36%,4/6/2006
5-Apr-06,1.3733,1.3873,1.3889,1.3706,-1.07%,4/5/2006
4-Apr-06,1.3882,1.397,1.4056,1.3835,-0.65%,4/4/2006
3-Apr-06,1.3973,1.3963,1.4028,1.391,0.13%,4/3/2006
31-Mar-06,1.3955,1.3986,1.4067,1.3933,-0.26%,3/31/2006
30-Mar-06,1.3991,1.4154,1.4165,1.3963,-0.99%,3/30/2006
29-Mar-06,1.4131,1.4172,1.4256,1.4116,-0.41%,3/29/2006
28-Mar-06,1.4189,1.4168,1.4201,1.4037,0.08%,3/28/2006
27-Mar-06,1.4177,1.4102,1.4214,1.409,0.57%,3/27/2006
24-Mar-06,1.4097,1.399,1.4163,1.3976,0.71%,3/24/2006
23-Mar-06,1.3997,1.3912,1.4022,1.3856,0.68%,3/23/2006
